NIDID,State,Latitude,Longitude,Year_Completed,Reservoir_Age,Hydraulic_Height,NID_Height,Maximum_Discharge,Maximum_Storage,Normal_Storage,NID_Storage,Surface_Area_km2,Size_Class,Drainage_Area_km2,Reservoir_Perimeter_km,Shoreline_Development_Index,Mean_Depth,Index_of_Basin_Permanence,Development_of_Volume,Maximum_Depth_in_ft_as_Hydraulic,Mean_Depth_Max_Depth_Ratio_Depth,Mean_Q,Catchment_Area_Surface_Area_Rati,Relative_Depth_as_percent_of_the,Surface_Area_Lake_Volume_Ratio,Lake_Volume_m3,AreaSqKm,Elevation,MEANV,STRAHLER,NUTCODE,PSEWER,PSEPTIC,POTHER,WATER,WETLANDS,URBGRASS,LURBAN,HURBAN,COMM,FORESTD,FORESTE,FORESTM,SHRUB,GRASS,PASTURE,CROPS,ORCHARDS,BARREN,TNLOADB,TPLOADB,TNYLDB,TPYLDB,TNCONCB,TPCONCB,TNLOADBW,TNYLDBW,TNCONCBW,TNLOAD,TPLOAD,TNYLD,TPYLD,TNCONC,TPCONC,TNPOINT,TPPOINT,TNFERT,TPFERT,TNATMOS,TNFOREST,TPFOREST,TNBARREN,TPBARREN,TNSHRUB,TPSHRUB,TNGRASS,TPGRASS,TNMAN,TPMAN,TNDFRAC,TPDFRAC,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,CLUSID,CONN_TR,X_NUTRI,ALGAE,SEDIMEN,SHOREER,NOCOVES,N_ALLOC,WS_AGRI,WS_ANIM,WS_LOGS,WS_MINE,WS_URBN,N_NUTRI,IN_TURB,OR_TURB,VAR_TUR,THERMAL,CONTAMN,POLL_PS,POLLNPS,total_impairment,WSA9,WSA9_NAME,Poll_clus
MT01356,MT,47.9648,-112.416,1926,89,60,60,2000,107000,87000,107000,12.949952,Medium,84.433674,19.3507199,1.516903448,33.43742324,0.180320774,1.671871162,60,0.557290387,,6.52,0.25099168,0.120674857,107.31276,11.409,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.902166843,14.77366638,37.39032745,880.1149292,27.65600014,-11.85599995,39.51200104,15.53733349,-2.886000156,17.951334,-3.801333427,328,62,11,64.84088898,156,35,136,35,NPL 1,0,0,0,1,0,0,1,2,1,0,0,0,0,2,1,1,0,0,0,0,9,NPL,Northern Plains,2
MT01596,MT,46.6363,-110.9376,1977,38,108,131,4260,15600,12230,15600,1.28285462,Small,112.405566,8.329588253,2.074577693,49.21124349,0.552160029,1.366978986,108,0.455659662,14.1582,87.6214511,1.173643562,0.085039143,15.0854604,1.072,,0.42,1,2,88,13,0,0.5,0,0,0,0,0.3,2.5,45,0,2.6,37.1,7,3.9,0,1.2,2941,596,16,3,0.12,0.03,3513,19,0.15,10793,906,57,5,0.86,0.08,0,0,15,14,18,39,28,4,3,2,2,17,45,4,7,0.08592,0,4.97300005,14.28399944,36.4090538,891.3753052,26.52400017,-12.70800018,39.23200226,13.39999962,-5.779333591,16.16866684,-5.779333591,392,66,12,52.80621719,170,47,142,47,NPL 1,1,1,1,2,2,1,1,5,5,2,0,0,1,1,1,1,1,1,4,4,35,NPL,Northern Plains,5
MT82920,MT,46.48944,-111.8528,1958,57,1,30,0,10702,10451,10702,2.14888266,Small,7.76997,0,0,20.15437934,0,60.46313803,1,20.15437934,,3.615819209,0.37138442,0.166695065,12.89109948,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.348666668,13.61533356,36.16098404,849.2575073,25.68000031,-11.97200012,37.65200043,13.3706665,-5.06400013,15.97266674,-5.06400013,342,56,11,51.52096176,146,43,128,43,NPL 2,1,1,1,2,1,1,3,2,3,0,1,1,1,3,1,3,0,1,1,1,28,WMT,Western Mountains,2
NC00104,NC,35.77417,-81.43806,1925,90,60,72,500000,27570,27570,27570,8.589002535,Small,2900.7888,98.51765728,9.482822066,12.99006184,2.896978004,0.649503092,60,0.216501031,1676.43,337.7329598,0.119729304,0.252565399,34.0070436,8.589,,1.99,3,9,47,51,2,1.3,0.4,0.5,3.7,0.4,1.4,38.7,22.5,24.8,0,0,3.2,2.8,0,0.5,269794,49318,92,17,0.14,0.02,384220,131,0.19,1265914,76153,431,26,0.87,0.05,24,33,11,6,35,24,36,1,2,0,0,0,0,5,22,0.58034,0.03975,14.27766705,13.23333359,38.89868546,786.7987671,31.19600105,-2.823999882,34.02000046,22.02466774,9.607999802,23.88400078,4.419333458,1236,121,90,9.624121666,338,278,326,291,SAP 1,1,1,1,2,3,2,1,1,1,2,0,2,3,1,1,3,1,1,1,1,29,SAP,Southern Appalachians,2
NC00132,NC,35.435,-80.9587,1963,52,105,134,225612,414100,414100,414100,126.1234552,Large,4636.0821,9.49932272,0.238610529,13.28698834,0.018597531,0.379628238,105,0.126542746,116.667,36.75829217,0.031958709,0.246921279,510.784068,126.124,,0.76,2,9,33,66,1,0.2,0.5,1,7.3,1.1,2.8,17.4,19.7,11.8,0,0,20,18.1,0,0.2,14729,3898,72,19,0.19,0.05,24370,119,0.31,156046,14770,765,72,1.49,0.15,39,46,28,15,18,7,10,0,0,0,0,0,0,9,30,0.63145,0.07325,14.99699974,12.76399994,38.59925079,770.3630371,31.45199966,-1.616000056,33.06800079,6.801333427,10.41800022,24.38933372,5.332666874,1157,115,78,10.17575169,310,264,307,285,SAP 1,0,0,0,1,3,0,4,0,0,0,0,4,4,0,0,0,0,0,0,1,17,SAP,Southern Appalachians,1
NC00173,NC,35.65667,-79.07,1974,41,108,113,259000,1646560,215130,1646560,56.4132284,Medium,4377.0831,292.2301387,10.97562899,118.1173759,1.101265198,3.281038219,108,1.093679406,1584.84,77.58967001,0.424799421,0.212592464,265.3585524,52.674934,,1.51,4,9,47,51,2,2.5,2.1,0.7,6,1.6,2.3,33.6,18.3,10.3,0,0,14.8,7.3,0,0.5,174061,59132,41,14,0.12,0.04,288457,67,0.2,2404090,152647,561,36,1.7,0.12,42,38,24,16,16,9,14,0,0,0,0,0,0,10,32,0.81619,0.43218,15.39316654,13.39099979,39.5855484,780.538269,32.26399994,-1.56400001,33.82799911,24.89533234,10.88599968,24.89533234,5.582666397,1159,115,77,13.37171841,331,248,331,277,SAP 4,0,4,3,2,3,2,3,1,1,0,0,3,0,3,3,0,3,1,1,3,36,SAP,Southern Appalachians,4
NC00178,NC,35.871,-80.193,1957,58,32,43,32000,11180,8320,11180,2.630459,Small,120952.533,25.96317835,4.515823708,17.19996051,2.529894543,1.612496298,32,0.537498766,21.6439,45981.53846,0.286465473,0.256316225,10.2625536,2.373472,208.5,0.5,1,9,51,49,0,2,0.9,1.2,6.4,0.1,1.9,39.4,7.1,7.3,0,0,19.5,13.9,0,0.3,8396,2474,62,18,0.2,0.06,14398,107,0.34,51414,1590,381,12,2.67,0.09,34,33,27,18,20,9,16,0,0,0,0,0,0,9,33,0.46008,0.07444,14.67116642,13.08166599,38.73065567,787.8754883,31.54400063,-2.232000113,33.77600098,22.41200066,15.22999954,24.27666664,4.745333195,1131,107,79,10.05131245,315,256,313,274,SAP 1,0,2,1,4,1,2,0,0,0,0,0,3,0,4,2,2,0,0,0,3,24,SAP,Southern Appalachians,8
NC00181,NC,35.17,-84.295,1943,72,122,150,156600,57800,49000,57800,4.451546,Small,2636.60982,46.75517057,6.251282194,52.54533392,0.773573268,1.292098375,122,0.430699458,2260.15,592.2909091,0.672727725,0.073651683,60.44052,4.306587,,2.22,3,11,36,62,3,2.1,0.1,0.1,0.3,0,0.2,62,9.8,19,0,0,5.4,0.8,0,0.3,400355,44074,148,16,0.15,0.02,525193,194,0.2,1952360,68385,722,25,0.97,0.04,5,10,17,9,39,28,42,0,1,0,0,0,0,10,39,0.76687,0.264,13.50633335,13.57466698,40.80888367,763.7590332,30.16799927,-3.095999956,33.26399994,5.300666809,19.03466606,22.72733307,3.877333164,1481,159,88,14.62681293,430,309,363,401,SAP 1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,SAP,Southern Appalachians,1
NC00204,NC,35.276,-81.457,1973,42,85,99,1155,53280,44400,53280,5.37827694,Small,176.11932,46.8693355,5.701145262,40.09020142,0.855802822,1.414948285,85,0.471649428,145.893,32.74642588,0.466957398,0.098203752,54.766512,5.194835,,0.86,2,9,44,54,2,2.1,0.8,0.8,2.5,0.2,0.8,18.2,17.2,10.2,0,0,24.4,22.3,0,0.4,22220,6295,82,23,0.18,0.05,34961,129,0.28,178032,20761,657,77,1.37,0.17,22,21,30,15,21,8,9,0,0,0,0,0,0,19,55,0.75626,0.38999,15.06516647,13.15966702,39.04482269,779.7011719,31.86400032,-1.839999914,33.70399857,6.841333389,15.57866669,24.58866692,5.295333385,1221,123,82,11.22102833,330,274,329,307,SAP 4,1,2,1,2,2,1,5,2,2,2,1,2,1,2,2,1,1,2,1,1,34,SAP,Southern Appalachians,4
NC00298,NC,35.45333,-83.805,1944,71,463,480,158000,1443000,497000,1443000,18.1299328,Medium,4068.87429,311.1639905,20.61513231,322.0974748,0.507575711,2.087024675,463,0.695674892,1631.67,224.4285714,2.043383236,0.029573838,613.03956,35.210469,,1.97,3,11,38,60,2,0.5,0.1,0.5,0.3,0,0.2,68.4,8.2,16.3,0,0,4.1,1.1,0,0.2,284574,29057,179,18,0.16,0.02,354847,223,0.2,1484673,66856,933,42,1.03,0.05,4,10,12,12,45,34,54,0,1,0,0,0,0,5,23,0.70635,0.16061,12.54883289,13.67433357,41.69004059,737.4780884,28.85199928,-3.947999954,32.79999924,4.563333511,13.36666679,21.43066597,3.234666586,1544,159,92,13.71849728,429,320,401,404,SAP 1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,SAP,Southern Appalachians,1
NC00300,NC,36.15,-81.23333,1963,52,143,148,176500,306000,41000,306000,5.9691185,Small,901.31652,64.18353405,7.410771406,207.4571509,1.269134522,4.35224792,143,1.450749307,630.06,150.9966102,2.293685726,0.118030496,50.57268,5.179098,313.9,1.35,3,9,48,51,2,0.6,0.2,0.1,0.7,0,0.2,49.5,17.6,23.2,0,0,5.2,2.5,0,0.2,88901,11761,88,12,0.15,0.02,131434,130,0.22,516533,38323,510,38,0.92,0.07,8,7,11,4,32,23,24,0,0,0,0,0,0,25,64,0.63926,0.23764,13.58450031,14.13233376,40.53095627,793.5076294,30.99600029,-3.871999979,34.86800003,21.33600044,5.118000031,23.25533295,3.633333445,1247,117,90,9.992113113,345,271,338,278,SAP 1,3,0,0,2,2,1,0,3,3,3,0,0,3,1,0,1,0,3,0,3,28,SAP,Southern Appalachians,2
NC00327,NC,36.096,-80.192,1921,94,36,36,495,7392,6160,7392,1.20394085,Small,43314.99276,15.68408623,4.032287943,24.84700178,2.064174445,2.070583482,36,0.690194494,86.4766,35977.68067,0.611690899,0.15845003,7.5982368,1.11397,242.6,0.92,1,9,63,36,1,1,0.8,1.5,22.9,10.7,13.9,23,6.6,5.9,0,0,7.1,6.2,0,0.5,11280,3523,63,20,0.18,0.06,18650,104,0.3,257291,19540,1429,109,3.33,0.26,84,85,6,9,7,2,3,0,0,0,0,0,0,1,3,0.66395,0.27373,14.51916695,12.99233341,38.23523712,799.2539063,31.44799995,-2.532000065,33.97999954,24.23933411,15.1153326,24.23933411,4.450666428,1118,115,73,12.39949036,319,245,319,265,SAP 1,1,1,1,3,1,2,0,0,0,0,0,2,0,0,0,1,0,1,0,1,14,SAP,Southern Appalachians,1
NC00329,NC,35.82139,-81.19222,1928,87,90,122,480158,127500,127500,127500,15.34486486,Medium,3392.8869,162.3787903,11.69344989,33.62515539,1.032492736,1.120838513,90,0.373612838,2051.5,221.1089804,0.231869363,0.097571003,157.2687,15.345,,2.14,3,9,43,55,2,1.6,0.4,0.5,4.2,0.5,1.5,37.6,21.8,23.6,0,0,4.2,3.7,0,0.4,302972,59803,88,17,0.14,0.03,438131,127,0.2,1617439,93778,467,27,0.9,0.05,27,35,12,7,32,21,28,1,1,0,0,0,0,7,28,0.60863,0.05261,14.29316711,13.45966721,39.19530106,791.6793213,31.36400032,-2.976000071,34.34000015,22.05533409,9.673333168,23.95000076,4.365333557,1217,118,87,9.652069092,332,275,325,286,SAP 1,0,4,2,1,2,2,0,1,1,1,0,5,0,2,0,2,0,3,1,3,30,SAP,Southern Appalachians,5
NC00371,NC,35.1992,-83.6538,1942,73,250,250,54800,126000,126000,126000,6.4952103,Small,279.71892,33.97078598,3.760138811,78.50449268,0.218576234,0.942053912,250,0.314017971,334.841,43.06542056,0.832067398,0.04179175,155.41848,5.587054,918.4,1.29,2,11,89,11,0,2,0,0,0,0,0.1,83,2.6,12,0,0,0.2,0.1,0,0.1,40824,3802,216,20,0.2,0.02,51672,273,0.25,198092,3246,1048,17,0.66,0.01,1,6,1,1,55,43,92,0,1,0,0,0,0,0,1,0.6364,0.09964,11.14150047,12.69966698,40.63633347,706.5581665,26.56399918,-4.687999725,31.2519989,3.337333441,16.45866776,19.62733269,2.25666666,1795,185,117,10.96500778,496,393,441,467,SAP 1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,SAP,Southern Appalachians,1
NC00378,NC,35.1962,-83.1525,1941,74,150,150,61400,67100,67100,67100,5.624407208,Small,95.82963,44.21917867,5.259775221,48.27952041,0.534264158,0.965590408,150,0.321863469,83.3381,17.03817687,0.549901839,0.067955111,82.766508,5.624,,0.9,1,11,13,84,3,3,0.4,0,0.2,0,0.2,46.4,18.4,26.8,0,0,3,1.6,0,0,37740,3677,266,26,0.21,0.02,45590,321,0.26,107008,1575,754,11,1.44,0.02,3,9,5,7,50,38,68,0,0,0,0,0,0,4,16,0.52916,0.04892,10.97850037,12.21166611,39.82411575,700.2746582,26.0359993,-4.627999783,30.66399956,3.286000013,16.19599915,19.3813324,2.155333281,1928,196,138,9.532902718,519,439,468,488,SAP 1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,SAP,Southern Appalachians,1
NC00388,NC,35.6007,-80.2349,1927,88,71.6,96,410000,287000,248800,287000,73.5719148,Medium,10308.1602,382.7781652,12.58884881,15.78654242,1.247282038,0.661447308,71.6,0.220482436,4722.54,140.110011,0.049715475,0.239733967,306.889824,49.636544,,2.09,5,9,50,49,2,0.5,0.5,0.5,3.7,0.7,1.6,35.8,15.7,14.6,0,0,17.4,8.9,0,0.3,466390,131782,51,14,0.12,0.03,739025,81,0.19,7417918,942593,816,104,1.76,0.23,19,18,31,14,18,10,12,0,0,0,0,0,0,21,55,0.77764,0.46717,14.98250008,12.99300003,38.85001755,776.1015015,31.6439991,-1.799999952,33.44400024,22.5340004,10.51933384,24.4193325,5.178666592,1158,113,80,10.97266006,322,258,320,277,SAP 1,0,5,3,5,3,2,0,1,1,0,0,4,0,5,2,2,0,0,1,4,38,SAP,Southern Appalachians,3
NC00391,NC,35.018,-83.791,1942,73,132,150,39000,240500,117500,240500,15.9041598,Medium,489.50811,182.5849988,12.91530358,61.19578827,1.259781175,1.39081337,132,0.463604457,104.511,30.77862595,0.414502134,0.109733884,144.9339,25.755523,,0.99,1,11,58,39,3,4.9,0,0.2,0.1,0,0,73.9,3.5,10.7,0,0,5.8,0.7,0,0,29844,2844,210,20,0.2,0.02,37923,267,0.25,113318,7248,798,51,1.22,0.08,3,5,13,7,41,30,42,0,0,0,0,0,0,13,46,0.59203,0.08451,13.40383339,13.92766666,41.99634171,743.1031494,29.76399994,-3.400000095,33.16400146,5.35466671,14.31533337,22.35733414,4.053333282,1595,168,101,12.96299458,461,341,388,435,SAP 1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,SAP,Southern Appalachians,1
NC00392,NC,35.37722,-83.87666,1928,87,214.3,216,152000,207000,160000,207000,12.15676744,Medium,455.83824,118.8785252,9.618099052,68.90796431,0.602353327,0.964647191,214.3,0.321549064,250.711,37.49667111,0.533852117,0.061597915,197.3568,10.676082,591.3,1.12,2,11,18,78,4,0.6,0,0.1,0.3,0.1,0.6,72.6,7.6,14.9,0,0,2.9,0.3,0,0,25528,2398,184,17,0.2,0.02,33662,242,0.26,133360,5739,959,41,0.6,0.03,6,15,10,14,46,33,52,0,0,0,0,0,0,5,19,0.68111,0.13246,12.2786665,13.45800018,41.40922928,734.3029175,28.4640007,-4.036000252,32.5,4.310666561,13.11999989,21.13400078,3.025333405,1569,162,93,13.65121365,439,327,403,414,SAP 1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,SAP,Southern Appalachians,1
NC00393,NC,35.4484,-83.9366,1919,96,236,236,225200,712,666,712,8.36485962,Small,4164.70392,33.39397336,3.257119248,0.34445978,40.65011281,0.004378726,236,0.001459575,3685.79,497.8809869,0.003217139,10.18245069,0.82149768,2.400027,388.9,2.09,4,11,62,37,1,1,0.1,0.3,0.3,0,0.3,66.9,10.5,17.3,0,0,2.4,0.7,0,0.3,664643,69497,162,17,0.15,0.02,833801,203,0.19,3025680,106993,738,26,0.94,0.03,5,11,8,8,47,37,65,1,1,0,0,0,0,4,15,0.74511,0.21753,12.86666679,13.63133335,41.46287155,744.8184814,29.34799957,-3.528000116,32.87599945,4.808666706,13.68133354,21.86533356,3.482666731,1505,156,88,14.59944439,422,308,391,398,SAP 1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,SAP,Southern Appalachians,1
NC00394,NC,35.7576,-81.089,1915,100,78,100,343000,37440,31200,37440,4.856232,Small,2403510.72,25.94620798,3.321383875,31.19992837,0.674197579,1.199997245,78,0.399999082,2287.41,494933.3333,0.382441037,0.126186449,38.484576,3.124945,,2.23,3,9,43,55,2,1.6,0.4,0.5,4,0.4,1.5,37.1,21.4,22.8,0,0,5.6,4.4,0,0.5,317864,65207,83,17,0.13,0.03,464670,122,0.2,1892270,123433,496,32,0.94,0.06,25,28,15,8,30,19,23,1,1,0,0,0,0,11,41,0.62946,0.06811,14.42766666,13.48333359,39.39730453,787.5299683,31.44799995,-2.776000023,34.22399902,22.14999962,9.79066658,24.03866577,4.555999756,1196,117,85,9.84609127,325,270,319,284,SAP 1,0,0,0,1,3,3,0,2,0,1,0,3,3,1,0,2,0,0,0,2,21,SAP,Southern Appalachians,1
NC00419,NC,35.152,-84.178,1940,75,254,307,130000,434000,422000,434000,25.2119378,Medium,2507.11032,248.2104511,13.9447856,69.66276142,0.476843098,0.822788521,254,0.27426284,1220.77,99.44141252,0.374764267,0.048435263,520.52856,23.935273,,1.76,3,11,42,56,2,1.8,0.1,0.1,0.3,0,0.2,65.9,7.4,17.4,0,0,5.7,0.9,0,0.2,216800,23945,155,17,0.16,0.02,281061,201,0.2,1101967,56433,790,40,1.02,0.06,5,10,17,9,38,28,38,0,0,0,0,0,0,12,43,0.75003,0.25985,13.59583378,13.77900028,41.31882095,758.3359375,30.24799919,-3.099999905,33.34799957,5.400000095,14.41466713,22.75266647,4.023333073,1478,158,87,14.82178879,431,307,368,401,SAP 1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,SAP,Southern Appalachians,1
NC00494,NC,34.988,-79.8798,1912,103,52,77,490000,97000,97000,97000,8.783566158,Small,17689.6317,63.04081454,6.000414733,44.69079093,0.52688759,2.578314862,52,0.859438287,8016.88,2013.94674,0.407327007,0.073411996,119.64756,8.784,53,2.56,5,9,53,45,2,1.1,0.9,0.5,3.7,0.6,1.5,35.5,16,12.6,0,0,15.7,11.1,0,0.9,754800,248554,42,14,0.11,0.04,1229804,69,0.18,11985105,1167924,671,65,1.69,0.17,20,15,28,11,19,10,12,0,1,0,0,0,0,22,61,0.86344,0.87022,16.11066628,13.14999962,39.55125046,763.2210693,32.61600113,-0.632000029,33.2480011,25.37800026,11.59399986,25.37800026,6.479332924,1184,138,70,19.01948738,366,248,366,285,SAP 1,0,3,0,2,3,1,0,0,0,0,0,1,0,3,0,1,0,0,1,3,18,SAP,Southern Appalachians,2
NC00516,NC,34.835,-80.69194,1974,41,33,45,1320,6030,5020,6030,1.24643288,Small,0,13.06758563,3.301838274,19.57787713,2.110374475,1.779807012,33,0.593269004,27.1177,0,0.473687313,0.201295037,6.1920696,1.100943,,0.55,1,9,71,27,2,1.1,0.5,0.1,0.9,0,0.3,39.2,20.4,14.8,0,0,10.3,11.3,0,1.1,5464,1804,45,15,0.15,0.05,9054,74,0.24,56152,4856,460,40,2.33,0.22,12,7,20,5,21,13,11,1,1,0,0,0,0,33,77,0.55787,0.10962,15.62450027,12.54833317,38.45878983,758.7197876,31.76799965,-0.860000014,32.62799835,24.87333298,11.09599972,24.87333298,6.090000153,1211,121,77,13.8158617,337,271,337,297,SAP 1,2,3,0,4,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,18,SAP,Southern Appalachians,8
NC00547,NC,35.20667,-80.06583,1928,87,82,98.5,265000,16700,167000,167000,19.6138306,Medium,11913.954,134.8463183,8.589201171,34.45650583,0.65462187,1.260603872,82,0.420201291,5806.96,607.4262637,0.210160275,0.095216856,205.99116,19.614,84.7,2.26,5,9,50,48,2,1.1,0.6,0.5,3.9,0.7,1.7,38.9,14.2,12.9,0,0,15.6,9.5,0,0.4,559058,168962,47,14,0.12,0.04,902959,76,0.19,8239901,706980,690,59,1.61,0.15,21,19,29,14,20,11,14,0,0,0,0,0,0,19,53,0.83824,0.77722,15.87749958,13.17566681,39.35854721,773.0757446,32.4679985,-1.008000016,33.47599792,25.26933289,11.29733372,25.26933289,6.146666527,1178,129,73,16.20781708,347,250,347,284,SAP 1,0,2,0,2,3,1,0,2,0,1,0,1,0,1,0,1,0,0,0,3,17,SAP,Southern Appalachians,2
NC00549,NC,35.4197,-80.0931,1917,98,203.2,214,-98,217080,142800,217080,25.0095948,Medium,-253.81902,0,0,35.12613295,0,0.518594483,203.2,0.172864828,,-10.14886731,0.189730703,0.141986265,176.140944,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.46250057,13.01300049,39.13448715,767.8392334,32.02000046,-1.231999993,33.2519989,24.81466675,11.04600048,24.81466675,5.775333405,1183,123,79,13.42112923,337,255,337,280,SAP 1,0,2,0,2,3,0,0,1,0,1,0,2,0,1,0,0,0,1,0,2,15,SAP,Southern Appalachians,2
NC00550,NC,35.4851,-80.1764,1962,53,67.5,80,450000,6897,6897,6897,10.3599616,Medium,10567.1592,86.84357421,7.611206547,2.69413444,10.20811023,0.119739308,67.5,0.039913103,5401.18,1020,0.022610012,1.217771505,8.50731156,9.057306,172.2,2.2,5,9,50,48,2,1.1,0.5,0.5,4,0.7,1.8,36.9,14.7,13.4,0,0,16.2,9.6,0,0.3,523438,154035,48,14,0.12,0.03,841794,78,0.19,7751333,634292,714,58,1.63,0.14,21,20,30,14,19,11,13,0,0,0,0,0,0,19,52,0.82262,0.67233,15.17266655,12.95266628,39.04227829,766.0977783,31.69199944,-1.483999968,33.17599869,24.49066734,10.71733284,24.49066734,5.499333382,1184,120,81,12.57065678,333,258,333,279,SAP 1,0,2,0,2,1,1,0,1,0,0,0,0,0,3,0,1,0,0,0,2,13,SAP,Southern Appalachians,2
NC00656,NC,36.513,-79.047,1963,52,60,70,660,77000,66600,77000,14.16401,Medium,3132851.904,0,0,21.99994949,0,1.099997475,60,0.366665825,,221184,0.157902561,0.17241692,82.149768,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.68833351,13.14333344,38.50285339,797.7985229,31.84399986,-2.292000055,34.13600159,24.44133377,10.17000008,24.44133377,4.694666862,1112,112,80,10.21319103,307,255,307,261,SAP 1,1,1,1,1,1,1,3,1,1,0,0,3,4,1,1,1,3,4,3,3,34,SAP,Southern Appalachians,7
NC00686,NC,35.995,-79.945,1928,87,41,50,30426,11694,8160,11694,1.16144882,Small,100781.6909,18.7465665,4.907006004,40.74555106,1.862513657,2.981381785,41,0.993793928,32.8376,86772.40418,1.021270437,0.115392559,10.0651968,1.065676,,0.6,1,9,75,25,0,1.8,0.6,2.6,9,1.6,8.9,28.3,12.8,7.6,0,0,11.1,14.3,0,1.3,3565,936,61,16,0.19,0.05,5961,103,0.31,33298,1598,574,28,1.14,0.06,37,44,33,27,17,7,12,1,0,0,0,0,0,5,18,0.56952,0.32875,14.78316689,12.625,37.49851608,799.8505249,31.53199959,-2.135999918,33.66799927,22.67733383,10.00399971,24.51933289,4.692000389,1121,114,76,12.2225399,320,251,320,265,SAP 4,4,3,1,3,3,3,2,1,1,0,0,3,0,4,2,0,1,0,0,4,35,SAP,Southern Appalachians,8
NC00687,NC,36.189,-79.732,1969,46,30.9,40.9,71629,39504,20274,39504,6.6166161,Small,170866.8203,43.06784817,4.723132137,24.16141242,1.722192205,2.345768196,30.9,0.781922732,72.8672,25823.90214,0.253725988,0.264584491,25.00757352,5.68436,218.5,0.59,2,9,51,47,1,4.7,2.1,2.3,11.9,2.7,2.8,32.3,13.1,8,0,0,11.7,8.2,0,0.2,12742,3685,50,14,0.15,0.04,20972,82,0.25,145121,3028,565,12,2.23,0.05,53,63,22,16,14,7,11,0,0,0,0,0,0,3,10,0.50297,0.09478,14.37349987,12.61500072,37.49108505,796.8970337,31.18000031,-2.467999935,33.64799881,22.20800018,5.903333664,24.09200096,4.360666752,1136,117,78,11.84575844,324,254,321,266,SAP 4,4,1,1,3,2,2,4,1,1,0,0,3,3,1,1,1,0,0,0,2,30,SAP,Southern Appalachians,4
NC00700,NC,36.1711,-79.8381,1920,95,31,39.4,38600,18391,10131,18391,3.30628462,Small,113379.4022,22.78458679,3.534808817,22.51035224,1.823294112,2.178421185,31,0.726140395,35.368,34292.09302,0.33440501,0.264579267,12.49638588,3.077009,226.5,0.62,1,9,52,47,1,1.7,4,0.9,4.1,0.3,1.6,37.9,10.8,8.4,0,0,20.2,10,0,0.1,4404,1186,64,17,0.18,0.05,7142,104,0.3,48866,3990,708,58,1.55,0.13,26,37,39,27,19,10,15,0,0,0,0,0,0,7,22,0.38301,0.03339,14.28866673,12.56799984,37.44934464,793.9088745,31.08399963,-2.476000071,33.56000137,22.09600067,5.814666748,23.98466682,4.312666893,1132,118,78,12.05429649,324,252,321,263,SAP 4,4,3,1,4,2,3,5,1,0,0,0,4,0,4,2,0,1,1,0,4,39,SAP,Southern Appalachians,4
NC00704,NC,36.012,-79.986,1971,44,39,53.5,54000,24500,10764,24500,2.7923334,Small,50888.12352,36.44175353,6.151917774,35.50716486,2.744691045,2.731320374,39,0.910440125,46.2258,18224.23188,0.573974983,0.210310749,13.27717872,2.854708,,0.7,1,9,33,66,2,3.1,1.2,1.2,16.3,5.9,4.2,25.3,11.4,7.6,0,0,12.3,11.3,0,0.2,6380,1834,61,18,0.19,0.05,10696,103,0.31,90168,3576,867,34,2.18,0.09,69,73,16,14,9,4,6,0,0,0,0,0,0,2,8,0.52544,0.22094,14.78583336,12.61700058,37.44805908,800.4188232,31.51199913,-2.180000067,33.69199753,22.68799973,6.154000282,24.51866722,4.680666447,1117,114,76,12.04617691,318,251,318,264,SAP 4,4,3,1,3,3,3,2,1,1,0,0,3,0,4,2,0,1,0,0,4,35,SAP,Southern Appalachians,8
